Gender,Age,Annual_Income,Income_Type,Employment_Status,Education,Credit_History,Approved
Female,73,171536,Working,Unemployed,Lower Secondary,Bad,0
Male,72,129012,State Servant,Unemployed,Higher Education,Bad,0
Female,44,169721,State Servant,Employed,Incomplete Higher,Good,1
Female,71,49758,Commercial Associate,Employed,Lower Secondary,Good,1
Female,46,151668,Working,Unemployed,Higher Education,Good,1
Male,56,31374,State Servant,Employed,Secondary / Secondary Special,Good,1
Male,70,133686,Pensioner,Unemployed,Higher Education,Good,1
Male,56,18775,Pensioner,Unemployed,Higher Education,Good,1
Male,18,42388,Working,Employed,Higher Education,Bad,0
Female,34,138800,Pensioner,Employed,Lower Secondary,Bad,0
Male,58,36029,Commercial Associate,Unemployed,Higher Education,Good,0
Male,47,98981,State Servant,Employed,Secondary / Secondary Special,Good,1
Female,70,68639,State Servant,Unemployed,Lower Secondary,Good,0
Male,30,129010,State Servant,Unemployed,Secondary / Secondary Special,Bad,0
Female,38,160717,Working,Unemployed,Academic Degree,Good,1
Female,36,46105,Pensioner,Employed,Higher Education,Good,1
Female,70,159740,Commercial Associate,Unemployed,Lower Secondary,Good,1
Female,36,162032,Working,Unemployed,Lower Secondary,Bad,0
Female,74,141519,State Servant,Unemployed,Higher Education,Bad,0
Female,42,157429,Commercial Associate,Employed,Incomplete Higher,Good,1
Female,39,117739,State Servant,Unemployed,Incomplete Higher,Bad,0
Female,48,66796,State Servant,Unemployed,Secondary / Secondary Special,Good,0
Male,34,30804,Working,Unemployed,Higher Education,Good,1
Male,72,142732,State Servant,Employed,Higher Education,Bad,0
Male,40,160698,Commercial Associate,Unemployed,Academic Degree,Bad,0
Male,49,174204,State Servant,Unemployed,Incomplete Higher,Good,1
Female,27,22951,Pensioner,Employed,Incomplete Higher,Good,1
Male,27,152521,State Servant,Employed,Higher Education,Bad,0
Female,53,34065,Working,Unemployed,Secondary / Secondary Special,Bad,0
Male,25,116503,Commercial Associate,Unemployed,Higher Education,Bad,0
Male,71,120072,Working,Unemployed,Secondary / Secondary Special,Good,0
Male,69,155202,Pensioner,Employed,Incomplete Higher,Bad,1
Female,37,104360,State Servant,Employed,Academic Degree,Bad,0
Male,49,77287,Working,Unemployed,Lower Secondary,Good,0
Female,67,177947,Working,Employed,Incomplete Higher,Bad,0
Female,31,152126,Working,Unemployed,Secondary / Secondary Special,Good,1
Male,67,122357,Working,Unemployed,Higher Education,Good,1
Male,45,44670,Pensioner,Employed,Incomplete Higher,Good,1
Male,63,64112,Pensioner,Unemployed,Academic Degree,Good,1
Female,69,103388,State Servant,Employed,Secondary / Secondary Special,Good,1
Male,70,104156,State Servant,Employed,Higher Education,Bad,0
Female,41,174379,Commercial Associate,Unemployed,Lower Secondary,Good,1
Female,32,62922,Pensioner,Employed,Secondary / Secondary Special,Good,1
Male,39,108348,Working,Unemployed,Higher Education,Bad,0
Male,47,94335,Working,Employed,Lower Secondary,Good,1
Female,21,41312,Commercial Associate,Unemployed,Higher Education,Good,0
Female,30,81985,Working,Unemployed,Lower Secondary,Good,1
Female,40,145744,Commercial Associate,Unemployed,Lower Secondary,Good,1
Male,25,115963,State Servant,Employed,Lower Secondary,Good,1
Female,35,46551,Pensioner,Unemployed,Higher Education,Bad,0
Male,29,104813,Commercial Associate,Employed,Lower Secondary,Good,1
Female,72,116025,Working,Employed,Secondary / Secondary Special,Bad,0
Female,48,139342,Commercial Associate,Employed,Academic Degree,Good,1
Male,31,24637,State Servant,Employed,Academic Degree,Good,1
Female,51,58258,Working,Employed,Lower Secondary,Good,1
Male,35,155896,State Servant,Unemployed,Academic Degree,Good,1
Male,73,144553,State Servant,Employed,Academic Degree,Good,1
Female,51,41950,Commercial Associate,Unemployed,Lower Secondary,Good,0
Male,28,169560,State Servant,Unemployed,Lower Secondary,Good,1
Male,58,142870,Working,Employed,Secondary / Secondary Special,Good,1
Female,29,15215,State Servant,Unemployed,Incomplete Higher,Good,1
Male,66,120603,State Servant,Unemployed,Higher Education,Good,0
Male,32,26523,Commercial Associate,Employed,Lower Secondary,Good,1
Male,74,83689,State Servant,Unemployed,Lower Secondary,Bad,0
Female,48,38834,Pensioner,Employed,Academic Degree,Good,1
Male,66,49474,Commercial Associate,Employed,Secondary / Secondary Special,Good,1
Female,46,58066,Commercial Associate,Employed,Academic Degree,Good,1
Female,43,25400,Working,Unemployed,Lower Secondary,Good,0
Male,35,140211,Working,Unemployed,Lower Secondary,Bad,0
Male,49,25345,Working,Unemployed,Academic Degree,Good,1
Male,39,48896,Working,Unemployed,Lower Secondary,Good,0
Female,55,43899,Pensioner,Employed,Incomplete Higher,Bad,0
Male,34,43229,Commercial Associate,Employed,Higher Education,Good,1
Male,40,20583,State Servant,Unemployed,Higher Education,Good,0
Male,41,150969,Working,Employed,Higher Education,Good,1
Male,67,86537,Working,Unemployed,Incomplete Higher,Good,0
Male,25,150639,Working,Employed,Lower Secondary,Bad,0
Female,58,89807,State Servant,Employed,Academic Degree,Bad,0
Female,23,144648,Working,Employed,Secondary / Secondary Special,Good,1
Male,22,127652,State Servant,Employed,Lower Secondary,Bad,0
Male,61,159401,Commercial Associate,Employed,Incomplete Higher,Good,1
Male,74,86792,Commercial Associate,Unemployed,Incomplete Higher,Good,1
Male,46,146300,Commercial Associate,Unemployed,Higher Education,Bad,0
Female,45,52052,Pensioner,Employed,Lower Secondary,Good,1
Male,28,61032,State Servant,Unemployed,Higher Education,Good,0
Female,74,48686,Working,Employed,Secondary / Secondary Special,Good,1
Female,18,91981,Working,Employed,Higher Education,Good,1
Male,60,113802,Working,Employed,Secondary / Secondary Special,Good,1
Female,36,148881,Working,Employed,Incomplete Higher,Good,1
Female,26,57818,Pensioner,Unemployed,Higher Education,Good,1
Female,44,115422,Working,Employed,Higher Education,Good,1
Female,51,86927,Pensioner,Unemployed,Academic Degree,Bad,0
Male,61,94465,State Servant,Employed,Incomplete Higher,Bad,0
Male,21,128221,Commercial Associate,Employed,Academic Degree,Good,1
Female,53,52333,Working,Unemployed,Secondary / Secondary Special,Bad,0
Male,35,141457,Commercial Associate,Employed,Secondary / Secondary Special,Good,1
Male,32,31576,State Servant,Employed,Incomplete Higher,Good,1
Male,68,134875,State Servant,Unemployed,Secondary / Secondary Special,Good,1
Male,30,54405,Working,Unemployed,Incomplete Higher,Good,1
Male,36,109000,State Servant,Unemployed,Secondary / Secondary Special,Good,1
Female,66,46601,Commercial Associate,Employed,Lower Secondary,Good,1
Male,23,82946,Working,Employed,Higher Education,Good,1
Male,65,67116,Pensioner,Unemployed,Lower Secondary,Good,1
Male,73,119186,Working,Unemployed,Incomplete Higher,Bad,0
Male,29,77894,Commercial Associate,Employed,Incomplete Higher,Good,1
Female,68,22465,Working,Employed,Lower Secondary,Bad,0
Female,54,71754,Working,Unemployed,Higher Education,Bad,0
Female,34,107850,Commercial Associate,Unemployed,Higher Education,Good,1
Female,40,124765,Working,Unemployed,Academic Degree,Good,1
Male,43,107691,Working,Unemployed,Secondary / Secondary Special,Good,1
Female,46,53871,Commercial Associate,Employed,Academic Degree,Bad,0
Male,50,44511,State Servant,Employed,Higher Education,Good,1
Male,44,95960,Commercial Associate,Employed,Lower Secondary,Good,1
Male,42,80776,Working,Employed,Secondary / Secondary Special,Good,1
Male,73,59462,Pensioner,Unemployed,Lower Secondary,Good,1
Male,72,47574,Pensioner,Employed,Academic Degree,Bad,0
Female,27,117072,Commercial Associate,Unemployed,Incomplete Higher,Good,1
Female,64,171258,Pensioner,Employed,Lower Secondary,Bad,0
Female,40,168885,Working,Employed,Academic Degree,Good,1
Female,38,93282,Working,Employed,Academic Degree,Good,1
Male,38,124779,Commercial Associate,Unemployed,Academic Degree,Bad,0
Female,60,33557,Working,Employed,Incomplete Higher,Good,1
Male,30,174132,State Servant,Unemployed,Incomplete Higher,Bad,0
Female,54,87104,Working,Unemployed,Incomplete Higher,Good,1
Male,50,152152,Commercial Associate,Employed,Secondary / Secondary Special,Good,1
Male,41,159926,State Servant,Unemployed,Incomplete Higher,Good,1
Female,61,137013,State Servant,Employed,Incomplete Higher,Bad,0
Male,28,173097,Pensioner,Unemployed,Incomplete Higher,Bad,0
Male,34,56081,Working,Employed,Lower Secondary,Good,1
Female,21,150440,Commercial Associate,Unemployed,Incomplete Higher,Good,1
Male,64,134181,Pensioner,Unemployed,Secondary / Secondary Special,Good,1
Female,42,42094,Pensioner,Employed,Academic Degree,Good,1
Female,47,81766,Working,Employed,Lower Secondary,Good,1
Female,26,98053,Working,Employed,Higher Education,Good,1
Male,38,170063,Commercial Associate,Employed,Incomplete Higher,Bad,1
Male,37,16301,Pensioner,Unemployed,Academic Degree,Good,1
Male,36,174682,Commercial Associate,Unemployed,Academic Degree,Bad,0
Female,36,96463,Pensioner,Unemployed,Lower Secondary,Good,1
Male,29,39466,Pensioner,Unemployed,Higher Education,Good,1
Female,54,41081,Pensioner,Employed,Secondary / Secondary Special,Bad,0
Female,59,39354,Working,Unemployed,Academic Degree,Good,1
Male,34,108297,Pensioner,Employed,Academic Degree,Bad,0
Female,54,33300,Pensioner,Unemployed,Academic Degree,Bad,0
Male,71,79384,Pensioner,Employed,Academic Degree,Good,1
Male,65,110027,State Servant,Employed,Lower Secondary,Good,1
Male,56,136684,Working,Employed,Higher Education,Good,1
Male,45,75892,State Servant,Employed,Academic Degree,Good,1
Male,58,50525,Working,Employed,Secondary / Secondary Special,Good,1
Female,52,172604,Commercial Associate,Unemployed,Secondary / Secondary Special,Good,1
Female,64,21464,State Servant,Employed,Incomplete Higher,Good,1
Female,65,31562,Commercial Associate,Unemployed,Academic Degree,Good,0
Male,35,122392,Pensioner,Unemployed,Academic Degree,Good,1
Male,31,70514,Commercial Associate,Employed,Academic Degree,Good,1
Male,52,128428,Commercial Associate,Unemployed,Academic Degree,Good,1
Female,61,127564,Commercial Associate,Unemployed,Academic Degree,Good,1
Male,58,123047,Commercial Associate,Unemployed,Secondary / Secondary Special,Good,1
Female,24,47634,Working,Employed,Higher Education,Good,1
Female,58,15060,State Servant,Employed,Higher Education,Good,1
Male,30,24269,Working,Employed,Incomplete Higher,Good,1
Male,35,38065,Working,Employed,Secondary / Secondary Special,Bad,0
Female,54,17895,Working,Unemployed,Academic Degree,Good,1
Male,30,95859,Commercial Associate,Unemployed,Higher Education,Good,1
Female,53,158424,Working,Unemployed,Lower Secondary,Bad,0
Male,48,119127,State Servant,Unemployed,Lower Secondary,Bad,0
Male,19,111426,Working,Unemployed,Lower Secondary,Good,1
Female,33,178088,Pensioner,Unemployed,Academic Degree,Good,1
Male,26,26962,Commercial Associate,Employed,Academic Degree,Good,1
Female,26,48302,Pensioner,Unemployed,Incomplete Higher,Good,1
Male,55,100382,State Servant,Unemployed,Incomplete Higher,Bad,0
Female,28,19011,State Servant,Unemployed,Incomplete Higher,Good,0
Female,71,144716,State Servant,Employed,Lower Secondary,Bad,0
Male,73,34782,State Servant,Unemployed,Academic Degree,Good,0
Female,39,135654,Working,Unemployed,Lower Secondary,Bad,0
Male,50,24196,Commercial Associate,Employed,Incomplete Higher,Good,1
Male,53,58459,State Servant,Unemployed,Academic Degree,Good,0
Male,62,102245,Pensioner,Employed,Secondary / Secondary Special,Good,1
Female,40,93863,State Servant,Employed,Higher Education,Good,1
Female,62,138206,Commercial Associate,Unemployed,Higher Education,Good,1
Male,62,116010,Pensioner,Unemployed,Incomplete Higher,Bad,0
Male,51,47769,Pensioner,Employed,Lower Secondary,Good,1
Female,26,122529,Pensioner,Unemployed,Secondary / Secondary Special,Bad,0
Male,41,39700,Working,Unemployed,Academic Degree,Good,1
Male,25,20269,State Servant,Employed,Lower Secondary,Good,1
Female,24,136631,Working,Employed,Incomplete Higher,Bad,0
Male,53,58880,Pensioner,Unemployed,Lower Secondary,Good,1
Female,35,129003,Working,Employed,Incomplete Higher,Good,1
Male,20,154392,Working,Unemployed,Higher Education,Good,1
Female,45,64589,Working,Unemployed,Higher Education,Good,1
Male,23,50897,State Servant,Unemployed,Lower Secondary,Bad,0
Male,61,177002,Pensioner,Unemployed,Secondary / Secondary Special,Good,1
Female,61,29380,Pensioner,Employed,Academic Degree,Good,1
Male,38,85934,State Servant,Unemployed,Incomplete Higher,Bad,0
Female,45,70830,Working,Employed,Academic Degree,Good,1
Male,57,20529,Working,Unemployed,Higher Education,Good,0
Female,71,109598,Commercial Associate,Unemployed,Secondary / Secondary Special,Bad,0
Female,71,97987,Commercial Associate,Employed,Secondary / Secondary Special,Good,1
Female,18,64178,Commercial Associate,Unemployed,Academic Degree,Bad,0
Female,53,153009,State Servant,Employed,Higher Education,Good,1
Male,38,136952,Pensioner,Employed,Academic Degree,Bad,0
Male,60,54886,Commercial Associate,Unemployed,Lower Secondary,Bad,0
Female,52,64699,Pensioner,Unemployed,Secondary / Secondary Special,Good,1
Female,30,91396,Pensioner,Unemployed,Secondary / Secondary Special,Good,1
Female,74,105678,Pensioner,Unemployed,Lower Secondary,Good,1
Male,66,40279,State Servant,Employed,Higher Education,Good,1
Male,71,125776,State Servant,Unemployed,Secondary / Secondary Special,Good,1
Male,71,116444,State Servant,Unemployed,Incomplete Higher,Good,0
Male,27,121300,State Servant,Unemployed,Incomplete Higher,Good,1
Female,70,128793,Commercial Associate,Unemployed,Higher Education,Bad,0
Female,61,131278,Working,Unemployed,Lower Secondary,Good,1
Female,64,118247,Working,Employed,Academic Degree,Good,1
Male,70,23997,Working,Unemployed,Higher Education,Good,0
Male,27,121102,Commercial Associate,Employed,Academic Degree,Good,1
Male,63,100711,Working,Unemployed,Higher Education,Good,1
Female,30,131045,Commercial Associate,Unemployed,Incomplete Higher,Good,1
Female,54,55860,Commercial Associate,Unemployed,Lower Secondary,Bad,0
Male,55,18225,Commercial Associate,Employed,Incomplete Higher,Bad,0
Female,41,125114,Working,Unemployed,Lower Secondary,Good,1
Male,19,128218,Pensioner,Employed,Academic Degree,Good,1
Male,39,115764,Working,Employed,Higher Education,Good,1
Female,34,122041,Working,Unemployed,Secondary / Secondary Special,Good,1
Male,53,127224,State Servant,Employed,Secondary / Secondary Special,Good,1
Female,31,78656,Commercial Associate,Unemployed,Lower Secondary,Good,1
Male,27,91290,Pensioner,Unemployed,Lower Secondary,Good,1
Female,52,71633,State Servant,Employed,Incomplete Higher,Bad,0
Female,42,41655,Pensioner,Unemployed,Secondary / Secondary Special,Good,1
Female,20,136118,Pensioner,Unemployed,Incomplete Higher,Good,1
Male,64,18114,Commercial Associate,Employed,Academic Degree,Good,1
Male,55,41502,Working,Employed,Secondary / Secondary Special,Bad,0
Female,34,64768,Commercial Associate,Employed,Academic Degree,Bad,0
Female,29,63128,Commercial Associate,Employed,Higher Education,Good,1
Male,71,166100,State Servant,Employed,Incomplete Higher,Good,1
Male,69,98123,Commercial Associate,Employed,Lower Secondary,Good,1
Male,41,123255,Working,Unemployed,Secondary / Secondary Special,Good,1
Female,46,18174,Pensioner,Employed,Incomplete Higher,Good,1
Male,60,132769,Commercial Associate,Employed,Lower Secondary,Good,1
Male,42,50398,Pensioner,Unemployed,Higher Education,Good,1
Female,53,150393,Commercial Associate,Unemployed,Secondary / Secondary Special,Good,1
Male,43,138549,Pensioner,Employed,Academic Degree,Good,1
Male,55,87635,Commercial Associate,Employed,Higher Education,Bad,0
Male,18,38760,State Servant,Unemployed,Lower Secondary,Good,1
Female,37,157432,Pensioner,Employed,Secondary / Secondary Special,Good,1
Female,72,156385,Commercial Associate,Employed,Secondary / Secondary Special,Good,1
Female,45,145674,Commercial Associate,Unemployed,Higher Education,Good,1
Female,33,151873,State Servant,Employed,Secondary / Secondary Special,Good,1
Female,64,29130,State Servant,Unemployed,Lower Secondary,Good,0
Female,34,160343,State Servant,Employed,Higher Education,Good,1
Female,57,162147,Pensioner,Unemployed,Academic Degree,Good,1
Male,45,122215,Pensioner,Unemployed,Higher Education,Good,1
Male,29,165056,State Servant,Unemployed,Higher Education,Good,1
Female,44,103095,Working,Employed,Academic Degree,Good,1
Male,71,75942,Working,Unemployed,Lower Secondary,Good,0
